probe_id,gene_name,description
ENSCAFG00000023990,ENSCAFG00000023990,protein_coding
ENSCAFG00000010974,MST1R,protein_coding
ENSCAFG00000027609,ENSCAFG00000027609,snoRNA
ENSCAFG00000034066,ENSCAFG00000034066,lncRNA
ENSCAFG00000042104,ENSCAFG00000042104,lncRNA
ENSCAFG00000034615,ENSCAFG00000034615,lncRNA
ENSCAFG00000013645,ENSCAFG00000013645,protein_coding
ENSCAFG00000023396,ENSCAFG00000023396,protein_coding
ENSCAFG00000013661,TMIE,protein_coding
ENSCAFG00000013696,ALS2CL,protein_coding
ENSCAFG00000029745,NRTN,protein_coding
ENSCAFG00000007205,CFAP20DC,protein_coding
ENSCAFG00000041053,FAM240A,protein_coding
ENSCAFG00000018757,FUT5,protein_coding
ENSCAFG00000018762,DUS3L,protein_coding
ENSCAFG00000049371,ENSCAFG00000049371,protein_coding
ENSCAFG00000013716,LRRC2,protein_coding
ENSCAFG00000013719,RTP3,protein_coding
ENSCAFG00000043960,ENSCAFG00000043960,protein_coding
ENSCAFG00000013763,LTF,protein_coding
ENSCAFG00000042769,ENSCAFG00000042769,pseudogene
ENSCAFG00000038045,ENSCAFG00000038045,lncRNA
ENSCAFG00000040467,ENSCAFG00000040467,lncRNA
ENSCAFG00000020897,U6,snRNA
ENSCAFG00000042618,ENSCAFG00000042618,protein_coding
ENSCAFG00000019297,ENSCAFG00000019297,processed_pseudogene
ENSCAFG00000005608,EDEM1,protein_coding
ENSCAFG00000027208,U4,snRNA
ENSCAFG00000013782,CCRL2,protein_coding
ENSCAFG00000005617,ARL8B,protein_coding
ENSCAFG00000024169,PRR22,protein_coding
ENSCAFG00000013783,CCR5,protein_coding
ENSCAFG00000007216,FAM3D,protein_coding
ENSCAFG00000018769,CATSPERD,protein_coding
ENSCAFG00000013786,CCR2,protein_coding
ENSCAFG00000018775,LONP1,protein_coding
ENSCAFG00000044234,ENSCAFG00000044234,lncRNA
ENSCAFG00000007225,FAM107A,protein_coding
ENSCAFG00000013794,CCR3,protein_coding
ENSCAFG00000035684,ENSCAFG00000035684,lncRNA
ENSCAFG00000013805,CCR1,protein_coding
ENSCAFG00000013815,XCR1,protein_coding
ENSCAFG00000013851,FYCO1,protein_coding
ENSCAFG00000044563,ENSCAFG00000044563,miRNA
ENSCAFG00000007261,ACOX2,protein_coding
ENSCAFG00000013874,CXCR6,protein_coding
ENSCAFG00000007317,KCTD6,protein_coding
ENSCAFG00000013879,CCR9,protein_coding
ENSCAFG00000007340,ENSCAFG00000007340,protein_coding
ENSCAFG00000038194,ENSCAFG00000038194,lncRNA
ENSCAFG00000013888,LZTFL1,protein_coding
ENSCAFG00000043193,ENSCAFG00000043193,protein_coding
ENSCAFG00000013947,SLC6A20,protein_coding
ENSCAFG00000013997,SACM1L,protein_coding
ENSCAFG00000018793,HSD11B1L,protein_coding
ENSCAFG00000007367,PXK,protein_coding
ENSCAFG00000014013,LIMD1,protein_coding
ENSCAFG00000032123,ENSCAFG00000032123,protein_coding
ENSCAFG00000018796,MICOS13,protein_coding
ENSCAFG00000043415,U3,snoRNA
ENSCAFG00000017319,ACP5,protein_coding
ENSCAFG00000014030,LARS2,protein_coding
ENSCAFG00000018803,SAFB,protein_coding
ENSCAFG00000018814,SAFB2,protein_coding
ENSCAFG00000045606,TINCR,protein_coding
ENSCAFG00000036726,ENSCAFG00000036726,lncRNA
ENSCAFG00000018819,ZNRF4,protein_coding
ENSCAFG00000047679,ENSCAFG00000047679,lncRNA
ENSCAFG00000048922,ENSCAFG00000048922,lncRNA
ENSCAFG00000041379,ENSCAFG00000041379,protein_coding
ENSCAFG00000042934,ENSCAFG00000042934,protein_coding
ENSCAFG00000017326,CNN1,protein_coding
ENSCAFG00000018859,PTPRS,protein_coding
ENSCAFG00000046323,ENSCAFG00000046323,lncRNA
ENSCAFG00000017334,ECSIT,protein_coding
ENSCAFG00000014040,CDCP1,protein_coding
ENSCAFG00000011008,CAMKV,protein_coding
ENSCAFG00000031712,ZNF653,protein_coding
ENSCAFG00000014049,CLEC3B,protein_coding
ENSCAFG00000014055,EXOSC7,protein_coding
ENSCAFG00000014112,KIF15,protein_coding
ENSCAFG00000017350,ELAVL3,protein_coding
ENSCAFG00000017392,PRKCSH,protein_coding
ENSCAFG00000017400,ODAD3,protein_coding
ENSCAFG00000014068,ZDHHC3,protein_coding
ENSCAFG00000007390,RPP14,protein_coding
ENSCAFG00000017405,RGL3,protein_coding
ENSCAFG00000007394,ABHD6,protein_coding
ENSCAFG00000014070,TMEM42,protein_coding
ENSCAFG00000017411,EPOR,protein_coding
ENSCAFG00000042495,ENSCAFG00000042495,pseudogene
ENSCAFG00000044678,U4,snRNA
ENSCAFG00000014132,KIAA1143,protein_coding
ENSCAFG00000017428,SWSAP1,protein_coding
ENSCAFG00000031811,U6,snRNA
ENSCAFG00000029650,ENSCAFG00000029650,protein_coding
ENSCAFG00000030893,ZNF502,protein_coding
ENSCAFG00000011057,TRAIP,protein_coding
ENSCAFG00000045976,ENSCAFG00000045976,miRNA
ENSCAFG00000011164,UBA7,protein_coding
ENSCAFG00000031572,INKA1,protein_coding
ENSCAFG00000017423,PLPPR2,protein_coding
ENSCAFG00000014153,ATP13A1,protein_coding
ENSCAFG00000007419,DNASE1L3,protein_coding
ENSCAFG00000029789,CDHR4,protein_coding
ENSCAFG00000018482,CERS4,protein_coding
ENSCAFG00000017432,CCDC159,protein_coding
ENSCAFG00000007603,FLNB,protein_coding
ENSCAFG00000042354,ENSCAFG00000042354,processed_pseudogene
ENSCAFG00000018493,CD320,protein_coding
ENSCAFG00000018497,ENSCAFG00000018497,protein_coding
ENSCAFG00000014170,GMIP,protein_coding
ENSCAFG00000045671,RPS28,protein_coding
ENSCAFG00000029570,KANK3,protein_coding
ENSCAFG00000014181,LPAR2,protein_coding
ENSCAFG00000018506,ANGPTL4,protein_coding
ENSCAFG00000017434,TMEM205,protein_coding
ENSCAFG00000017438,RAB3D,protein_coding
ENSCAFG00000044165,ENSCAFG00000044165,protein_coding
ENSCAFG00000026172,U6,snRNA
ENSCAFG00000031738,COLGALT1,protein_coding
ENSCAFG00000015270,PGLS,protein_coding
ENSCAFG00000015315,SLC27A1,protein_coding
ENSCAFG00000007695,SLMAP,protein_coding
ENSCAFG00000045857,ENSCAFG00000045857,lncRNA
ENSCAFG00000018925,KDM4B,protein_coding
ENSCAFG00000018934,UHRF1,protein_coding
ENSCAFG00000023155,IER2,protein_coding
ENSCAFG00000015337,PLVAP,protein_coding
ENSCAFG00000023027,ARRDC5,protein_coding
ENSCAFG00000011226,IP6K1,protein_coding
ENSCAFG00000043667,ENSCAFG00000043667,lncRNA
ENSCAFG00000014191,PBX4,protein_coding
ENSCAFG00000015329,ENSCAFG00000015329,protein_coding
ENSCAFG00000023755,GMPPB,protein_coding
ENSCAFG00000017045,STX10,protein_coding
ENSCAFG00000018942,PLIN3,protein_coding
ENSCAFG00000032060,RAB11B,protein_coding
ENSCAFG00000007751,DENND6A,protein_coding
ENSCAFG00000023249,CILP2,protein_coding
ENSCAFG00000017507,DOCK6,protein_coding
ENSCAFG00000015332,MVB12A,protein_coding
ENSCAFG00000018946,TICAM1,protein_coding
ENSCAFG00000048123,FEM1A,protein_coding
ENSCAFG00000020558,ENSCAFG00000020558,miRNA
ENSCAFG00000018991,DPP9,protein_coding
ENSCAFG00000017060,NACC1,protein_coding
ENSCAFG00000031353,BST2,protein_coding
ENSCAFG00000011290,RNF123,protein_coding
ENSCAFG00000017070,TRMT1,protein_coding
ENSCAFG00000014244,NDUFA13,protein_coding
ENSCAFG00000034757,CCDC194,protein_coding
ENSCAFG00000030319,TSSK6,protein_coding
ENSCAFG00000015378,GTPBP3,protein_coding
ENSCAFG00000018515,MARCHF2,protein_coding
ENSCAFG00000028717,U6,snRNA
ENSCAFG00000014267,GATAD2A,protein_coding
ENSCAFG00000019008,MYDGF,protein_coding
ENSCAFG00000017534,ANGPTL8,protein_coding
ENSCAFG00000029086,ARF4,protein_coding
ENSCAFG00000019011,TNFAIP8L1,protein_coding
ENSCAFG00000044505,ENSCAFG00000044505,miRNA
ENSCAFG00000017539,LDLR,protein_coding
ENSCAFG00000015416,ANO8,protein_coding
ENSCAFG00000019014,SEMA6B,protein_coding
ENSCAFG00000018524,HNRNPM,protein_coding
ENSCAFG00000007792,PDE12,protein_coding
ENSCAFG00000014291,MAU2,protein_coding
ENSCAFG00000007873,DNAH12,protein_coding
ENSCAFG00000014314,SUGP1,protein_coding
ENSCAFG00000031251,DDA1,protein_coding
ENSCAFG00000011248,AMIGO3,protein_coding
ENSCAFG00000021612,U6,snRNA
ENSCAFG00000014329,TM6SF2,protein_coding
ENSCAFG00000011411,MST1,protein_coding
ENSCAFG00000017366,KANK2,protein_coding
ENSCAFG00000028802,MRPL34,protein_coding
ENSCAFG00000041453,ENSCAFG00000041453,protein_coding
ENSCAFG00000023570,HAPLN4,protein_coding
ENSCAFG00000017538,SPC24,protein_coding
ENSCAFG00000043872,ENSCAFG00000043872,protein_coding
ENSCAFG00000015430,ABHD8,protein_coding
ENSCAFG00000011449,APEH,protein_coding
ENSCAFG00000017584,SMARCA4,protein_coding
ENSCAFG00000017009,NFIX,protein_coding
ENSCAFG00000015434,ANKLE1,protein_coding
ENSCAFG00000015487,NR2F6,protein_coding
ENSCAFG00000015454,BABAM1,protein_coding
ENSCAFG00000018529,ZNF414,protein_coding
ENSCAFG00000018540,MYO1F,protein_coding
ENSCAFG00000011477,BSN,protein_coding
ENSCAFG00000018557,ADAMTS10,protein_coding
ENSCAFG00000015462,USHBP1,protein_coding
ENSCAFG00000011207,DAG1,protein_coding
ENSCAFG00000007936,ASB14,protein_coding
ENSCAFG00000041502,ENSCAFG00000041502,lncRNA
ENSCAFG00000038405,ENSCAFG00000038405,lncRNA
ENSCAFG00000041922,ENSCAFG00000041922,protein_coding
ENSCAFG00000018565,ACTL9,protein_coding
ENSCAFG00000029073,ENSCAFG00000029073,protein_coding
ENSCAFG00000044718,ENSCAFG00000044718,protein_coding
ENSCAFG00000011485,NICN1,protein_coding
ENSCAFG00000047920,ENSCAFG00000047920,lncRNA
ENSCAFG00000007952,APPL1,protein_coding
ENSCAFG00000017074,DAND5,protein_coding
ENSCAFG00000015500,OCEL1,protein_coding
ENSCAFG00000015513,USE1,protein_coding
ENSCAFG00000017085,RAD23A,protein_coding
ENSCAFG00000019015,LRG1,protein_coding
ENSCAFG00000043562,ENSCAFG00000043562,protein_coding
ENSCAFG00000017613,YIPF2,protein_coding
ENSCAFG00000023356,ENSCAFG00000023356,protein_coding
ENSCAFG00000019018,PLIN5,protein_coding
ENSCAFG00000007972,ENSCAFG00000007972,processed_pseudogene
ENSCAFG00000015323,PLIN4,protein_coding
ENSCAFG00000017610,TIMM29,protein_coding
ENSCAFG00000007995,HESX1,protein_coding
ENSCAFG00000019033,HDGFL2,protein_coding
ENSCAFG00000011489,AMT,protein_coding
ENSCAFG00000017621,CARM1,protein_coding
ENSCAFG00000015532,MYO9B,protein_coding
ENSCAFG00000019059,UBXN6,protein_coding
ENSCAFG00000049807,ENSCAFG00000049807,protein_coding
ENSCAFG00000019070,CHAF1A,protein_coding
ENSCAFG00000019083,SH3GL1,protein_coding
ENSCAFG00000018568,EMR4,protein_coding
ENSCAFG00000008023,IL17RD,protein_coding
ENSCAFG00000008061,ARHGEF3,protein_coding
ENSCAFG00000019091,MPND,protein_coding
ENSCAFG00000044683,ENSCAFG00000044683,protein_coding
ENSCAFG00000008083,TASOR,protein_coding
ENSCAFG00000018571,ADGRE1,protein_coding
ENSCAFG00000019095,STAP2,protein_coding
ENSCAFG00000019098,FSD1,protein_coding
ENSCAFG00000015551,HAUS8,protein_coding
ENSCAFG00000031109,ENSCAFG00000031109,protein_coding
ENSCAFG00000015590,CPAMD8,protein_coding
ENSCAFG00000019109,SHD,protein_coding
ENSCAFG00000019112,YJU2,protein_coding
ENSCAFG00000019114,EBI3,protein_coding
ENSCAFG00000019121,ANKRD24,protein_coding
ENSCAFG00000019123,SIRT6,protein_coding
ENSCAFG00000015606,F2RL3,protein_coding
ENSCAFG00000018590,VAV1,protein_coding
ENSCAFG00000019126,CREB3L3,protein_coding
ENSCAFG00000019138,MAP2K2,protein_coding
ENSCAFG00000048178,ENSCAFG00000048178,lncRNA
ENSCAFG00000024335,ZBTB7A,protein_coding
ENSCAFG00000019158,EEF2,protein_coding
ENSCAFG00000019154,PIAS4,protein_coding
ENSCAFG00000025826,ENSCAFG00000025826,snoRNA
ENSCAFG00000019167,DAPK3,protein_coding
ENSCAFG00000049277,ENSCAFG00000049277,protein_coding
ENSCAFG00000019150,ATCAY,protein_coding
ENSCAFG00000045180,ENSCAFG00000045180,miRNA
ENSCAFG00000019173,ZFR2,protein_coding
ENSCAFG00000046217,ENSCAFG00000046217,lncRNA
ENSCAFG00000019187,MATK,protein_coding
ENSCAFG00000008112,CCDC66,protein_coding
ENSCAFG00000019191,RAX2,protein_coding
ENSCAFG00000011493,TCTA,protein_coding
ENSCAFG00000019192,MRPL54,protein_coding
ENSCAFG00000019193,APBA3,protein_coding
ENSCAFG00000019197,TJP3,protein_coding
ENSCAFG00000019205,PIP5K1C,protein_coding
ENSCAFG00000019208,CACTIN,protein_coding
ENSCAFG00000019175,TBXA2R,protein_coding
ENSCAFG00000030940,ENSCAFG00000030940,protein_coding
ENSCAFG00000043722,ENSCAFG00000043722,lncRNA
ENSCAFG00000019215,HMG20B,protein_coding
ENSCAFG00000019217,MFSD12,protein_coding
ENSCAFG00000023066,RHOA,protein_coding
ENSCAFG00000017628,C20H19orf38,protein_coding
ENSCAFG00000015616,SIN3B,protein_coding
ENSCAFG00000018602,SH2D3A,protein_coding
ENSCAFG00000017631,TMED1,protein_coding
ENSCAFG00000008140,ERC2,protein_coding
ENSCAFG00000018610,TRIP10,protein_coding
ENSCAFG00000011495,GPX1,protein_coding
ENSCAFG00000017651,DNM2,protein_coding
ENSCAFG00000024214,USP4,protein_coding
ENSCAFG00000015626,NWD1,protein_coding
ENSCAFG00000011661,C20H3orf62,protein_coding
ENSCAFG00000018620,GPR108,protein_coding
ENSCAFG00000029321,WNT5A,protein_coding
ENSCAFG00000030694,TMEM38A,protein_coding
ENSCAFG00000011668,IHO1,protein_coding
ENSCAFG00000015648,ENSCAFG00000015648,protein_coding
ENSCAFG00000041844,ENSCAFG00000041844,lncRNA
ENSCAFG00000048291,U4,snRNA
ENSCAFG00000045655,ENSCAFG00000045655,protein_coding
ENSCAFG00000026418,U6,snRNA
ENSCAFG00000011675,C20H3orf84,protein_coding
ENSCAFG00000020457,ENSCAFG00000020457,miRNA
ENSCAFG00000017671,QTRT1,protein_coding
ENSCAFG00000015651,SLC35E1,protein_coding
ENSCAFG00000011693,KLHDC8B,protein_coding
ENSCAFG00000011710,CCDC71,protein_coding
ENSCAFG00000017691,ILF3,protein_coding
ENSCAFG00000011744,LAMB2,protein_coding
ENSCAFG00000015671,CHERP,protein_coding
ENSCAFG00000015691,C20H19orf44,protein_coding
ENSCAFG00000015694,CALR3,protein_coding
ENSCAFG00000011567,USP19,protein_coding
ENSCAFG00000015735,EPS15L1,protein_coding
ENSCAFG00000011846,QARS1,protein_coding
ENSCAFG00000043492,ENSCAFG00000043492,protein_coding
ENSCAFG00000047499,ENSCAFG00000047499,lncRNA
ENSCAFG00000015762,AP1M1,protein_coding
ENSCAFG00000048510,FAM32A,protein_coding
ENSCAFG00000015775,CIB3,protein_coding
ENSCAFG00000015778,HSH2D,protein_coding
ENSCAFG00000015782,RAB8A,protein_coding
ENSCAFG00000011906,QRICH1,protein_coding
ENSCAFG00000008211,CACNA2D3,protein_coding
ENSCAFG00000017715,SLC44A2,protein_coding
ENSCAFG00000015796,TPM4,protein_coding
ENSCAFG00000011933,IMPDH2,protein_coding
ENSCAFG00000011959,NDUFAF3,protein_coding
ENSCAFG00000020586,ENSCAFG00000020586,miRNA
ENSCAFG00000020497,ENSCAFG00000020497,miRNA
ENSCAFG00000011969,DALRD3,protein_coding
ENSCAFG00000026014,SNORA70,snoRNA
ENSCAFG00000008232,LRTM1,protein_coding
ENSCAFG00000042574,U4,snRNA
ENSCAFG00000011992,WDR6,protein_coding
ENSCAFG00000017746,AP1M2,protein_coding
ENSCAFG00000047387,ENSCAFG00000047387,protein_coding
ENSCAFG00000012018,P4HTM,protein_coding
ENSCAFG00000044970,CDKN2D,protein_coding
ENSCAFG00000049517,ENSCAFG00000049517,lncRNA
ENSCAFG00000046034,SELENOK,protein_coding
ENSCAFG00000017764,KRI1,protein_coding
ENSCAFG00000017776,ATG4D,protein_coding
ENSCAFG00000028520,OR1AB2,protein_coding
ENSCAFG00000031088,OR1AB3,protein_coding
ENSCAFG00000015814,ENSCAFG00000015814,pseudogene
ENSCAFG00000017781,S1PR5,protein_coding
ENSCAFG00000008248,ACTR8,protein_coding
ENSCAFG00000008269,IL17RB,protein_coding
ENSCAFG00000028482,ENSCAFG00000028482,protein_coding
ENSCAFG00000017784,KEAP1,protein_coding
ENSCAFG00000008296,CHDH,protein_coding
ENSCAFG00000017790,PDE4A,protein_coding
ENSCAFG00000008525,CACNA1D,protein_coding
ENSCAFG00000017800,CDC37,protein_coding
ENSCAFG00000017834,TYK2,protein_coding
ENSCAFG00000008637,DCP1A,protein_coding
ENSCAFG00000008647,TKT,protein_coding
ENSCAFG00000008689,PRKCD,protein_coding
ENSCAFG00000045950,ENSCAFG00000045950,lncRNA
ENSCAFG00000008732,ENSCAFG00000008732,protein_coding
ENSCAFG00000041071,ENSCAFG00000041071,protein_coding
ENSCAFG00000008763,SFMBT1,protein_coding
ENSCAFG00000008815,ENSCAFG00000008815,protein_coding
ENSCAFG00000046271,ENSCAFG00000046271,lncRNA
ENSCAFG00000008867,ITIH1,protein_coding
ENSCAFG00000008921,NEK4,protein_coding
ENSCAFG00000008927,SPCS1,protein_coding
ENSCAFG00000008946,GLT8D1,protein_coding
ENSCAFG00000009004,GNL3,protein_coding
ENSCAFG00000026279,ENSCAFG00000026279,snoRNA
ENSCAFG00000042724,SNORD19C,snoRNA
ENSCAFG00000027974,ENSCAFG00000027974,snoRNA
ENSCAFG00000026346,ENSCAFG00000026346,snoRNA
ENSCAFG00000042542,ICAM3,protein_coding
ENSCAFG00000009084,PBRM1,protein_coding
ENSCAFG00000017861,ENSCAFG00000017861,protein_coding
ENSCAFG00000017868,ENSCAFG00000017868,protein_coding
ENSCAFG00000017872,ICAM5,protein_coding
ENSCAFG00000031603,ZGLP1,protein_coding
ENSCAFG00000042153,Metazoa_SRP,misc_RNA
ENSCAFG00000017874,ICAM4,protein_coding
ENSCAFG00000031460,ICAM1,protein_coding
ENSCAFG00000017881,MRPL4,protein_coding
ENSCAFG00000047319,ENSCAFG00000047319,lncRNA
ENSCAFG00000042407,S1PR2,protein_coding
ENSCAFG00000027384,U4,snRNA
ENSCAFG00000009149,SMIM4,protein_coding
ENSCAFG00000009184,NT5DC2,protein_coding
ENSCAFG00000009273,STAB1,protein_coding
ENSCAFG00000009389,NISCH,protein_coding
ENSCAFG00000009404,TNNC1,protein_coding
ENSCAFG00000017892,DNMT1,protein_coding
ENSCAFG00000017908,EIF3G,protein_coding
ENSCAFG00000017917,P2RY11,protein_coding
ENSCAFG00000043972,PPAN,protein_coding
ENSCAFG00000027799,ENSCAFG00000027799,snoRNA
ENSCAFG00000025879,ENSCAFG00000025879,snoRNA
ENSCAFG00000017920,ANGPTL6,protein_coding
ENSCAFG00000017921,SHFL,protein_coding
ENSCAFG00000017946,ENSCAFG00000017946,protein_coding
ENSCAFG00000017955,RDH8,protein_coding
ENSCAFG00000017958,COL5A3,protein_coding
ENSCAFG00000017965,OLFM2,protein_coding
ENSCAFG00000017967,PIN1,protein_coding
ENSCAFG00000032630,UBL5,protein_coding
ENSCAFG00000042258,OR5AK8,protein_coding
ENSCAFG00000013350,SIPA1,protein_coding
ENSCAFG00000041447,ENSCAFG00000041447,lncRNA
ENSCAFG00000009453,ALX4,protein_coding
ENSCAFG00000010772,GAL,protein_coding
ENSCAFG00000044531,OR5AK7,protein_coding
ENSCAFG00000050027,ENSCAFG00000050027,protein_coding
ENSCAFG00000046009,ENSCAFG00000046009,protein_coding
ENSCAFG00000043344,OR5G3,protein_coding
ENSCAFG00000032782,ENSCAFG00000032782,lncRNA
ENSCAFG00000010819,PPP6R3,protein_coding
ENSCAFG00000041303,OR5G5,protein_coding
ENSCAFG00000007993,OR5G1B,protein_coding
ENSCAFG00000009477,EXT2,protein_coding
ENSCAFG00000007996,OR5G1,protein_coding
ENSCAFG00000029823,OR9G10,protein_coding
ENSCAFG00000008001,OR9G4,protein_coding
ENSCAFG00000031871,OR9G3,protein_coding
ENSCAFG00000031855,ENSCAFG00000031855,protein_coding
ENSCAFG00000029735,OR9G1,protein_coding
ENSCAFG00000031617,OR2AH1B,protein_coding
ENSCAFG00000008017,OR5AR1,protein_coding
ENSCAFG00000009497,ACCS,protein_coding
ENSCAFG00000009512,PIDD1,protein_coding
ENSCAFG00000009523,ENSCAFG00000009523,protein_coding
ENSCAFG00000026175,ENSCAFG00000026175,snoRNA
ENSCAFG00000009547,PNPLA2,protein_coding
ENSCAFG00000010871,LRP5,protein_coding
ENSCAFG00000009553,CRACR2B,protein_coding
ENSCAFG00000010913,C18H11orf24,protein_coding
ENSCAFG00000023924,CD151,protein_coding
ENSCAFG00000008020,OR5AP2,protein_coding
ENSCAFG00000008025,ENSCAFG00000008025,protein_coding
ENSCAFG00000006485,ENSCAFG00000006485,protein_coding
ENSCAFG00000008035,ENSCAFG00000008035,protein_coding
ENSCAFG00000030372,TSPAN4,protein_coding
ENSCAFG00000010920,KMT5B,protein_coding
ENSCAFG00000048887,ENSCAFG00000048887,protein_coding
ENSCAFG00000013383,PCNX3,protein_coding
ENSCAFG00000024602,OR5M8,protein_coding
ENSCAFG00000031836,OR5M3C,protein_coding
ENSCAFG00000047664,OR5M3,protein_coding
ENSCAFG00000043375,ENSCAFG00000043375,protein_coding
ENSCAFG00000024481,OR8U3,protein_coding
ENSCAFG00000030793,ENSCAFG00000030793,protein_coding
ENSCAFG00000008049,OR5AL2,protein_coding
ENSCAFG00000008050,OR8U9,protein_coding
ENSCAFG00000006492,B4GALNT4,protein_coding
ENSCAFG00000008052,OR8U8,protein_coding
ENSCAFG00000043030,OR8J3,protein_coding
ENSCAFG00000010937,CHKA,protein_coding
ENSCAFG00000028823,OR8K1,protein_coding
ENSCAFG00000041171,ENSCAFG00000041171,pseudogene
ENSCAFG00000030998,OR5J2,protein_coding
ENSCAFG00000031814,OR5J2B,protein_coding
ENSCAFG00000044601,ENSCAFG00000044601,lncRNA
ENSCAFG00000006497,PKP3,protein_coding
ENSCAFG00000009586,CHID1,protein_coding
ENSCAFG00000045346,OR8K54,protein_coding
ENSCAFG00000008060,ENSCAFG00000008060,protein_coding
ENSCAFG00000006505,SIGIRR,protein_coding
ENSCAFG00000043179,OR8K86,protein_coding
ENSCAFG00000045506,OR8K7,protein_coding
ENSCAFG00000006512,ANO9,protein_coding
ENSCAFG00000043857,ENSCAFG00000043857,protein_coding
ENSCAFG00000050043,ENSCAFG00000050043,protein_coding
ENSCAFG00000043943,OR8J2B,protein_coding
ENSCAFG00000045492,OR8K71,protein_coding
ENSCAFG00000009691,AP2A2,protein_coding
ENSCAFG00000032006,ENSCAFG00000032006,lncRNA
ENSCAFG00000006515,PTDSS2,protein_coding
ENSCAFG00000041081,OR8J2,protein_coding
ENSCAFG00000047145,OR8K52,protein_coding
ENSCAFG00000044917,ENSCAFG00000044917,protein_coding
ENSCAFG00000024796,RNH1,protein_coding
ENSCAFG00000048124,ENSCAFG00000048124,lncRNA
ENSCAFG00000026655,ENSCAFG00000026655,snRNA
ENSCAFG00000031029,HRAS,protein_coding
ENSCAFG00000046319,OR5T1,protein_coding
ENSCAFG00000032054,ENSCAFG00000032054,protein_coding
ENSCAFG00000047543,ENSCAFG00000047543,protein_coding
ENSCAFG00000046653,OR5T2B,protein_coding
ENSCAFG00000049571,ENSCAFG00000049571,pseudogene
ENSCAFG00000010972,TCIRG1,protein_coding
ENSCAFG00000011083,NDUFS8,protein_coding
ENSCAFG00000011171,ALDH3B1,protein_coding
ENSCAFG00000011210,UNC93B1,protein_coding
ENSCAFG00000011246,ALDH3B2,protein_coding
ENSCAFG00000045399,ENSCAFG00000045399,pseudogene
ENSCAFG00000011264,TBX10,protein_coding
ENSCAFG00000011109,NDUFV1,protein_coding
ENSCAFG00000041575,ENSCAFG00000041575,lncRNA
ENSCAFG00000042965,ENSCAFG00000042965,lncRNA
ENSCAFG00000045093,ENSCAFG00000045093,lncRNA
ENSCAFG00000041305,ENSCAFG00000041305,protein_coding
ENSCAFG00000014138,SUN3,protein_coding
